year_1;Year;localidad;ambiente;sitio;meso_ ambiente;ncasa;tnoches05;Rr;Mm;season;urbano;urbano50;urbano100;urbano150;urbano200;urbano250;NDVI;NDVI50;NDVI100;NDVI150;NDVI200;NDVI250;Prec_semana;TempMedia_semana;MINTEM30;MAXTEM30;MEDTEM30;MINTEM60;MAXTEM60;MEDTEM60;MINTEM90;MAXTEM90;MEDTEM90;MAXPREC30;MEDPREC30;MAXPREC60;MEDPREC60;MAXPREC90;MEDPREC90;PRECIPACUM_30;PRECIPACUM_60;PRECIPACUM_90;Altpastocm;Cobarborea;broza;tierra;dist_arroyo_m;dist_basurales;dist_ANP;prec_diaria;tempMax_diaria;tempMin_diaria;ONI_PROM_TRIM;VivTipo;VivPiso;VivPared;VivTecho;macro_ambiente;pres_Da;pres_anim_cria;pres_animestima;pres_cultivos;pres_basura_chatarra;pres_galpon
2018;1;PtoIguazu;UA;ciudad;households;4;30;0;0;prim.ver;0.00385;-0.004336959;-0.403316972;-0.007261905;-0.00546904;-0.005634283;0.430786103;0.229617286;0.232230167;0.230314253;0.237056496;0.248188402;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;0;12.5;12.5;87.5;501.9270683;1071.47529;2720.208215;0;32.8;21.5;-0.83;1;0;2;0;URBANO;0;0;0;0;0;0
2018;1;PtoIguazu;UA;ciudad;households;5;30;0;0;prim.ver;0.06104;0.01437413;-0.007912261;-0.001834471;-0.004929504;-0.006940693;0.465877026;0.254884059;0.258357279;0.267809987;0.273673622;0.27656001;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;12.5;12.5;12.5;12.5;738.2949287;937.9078413;2947.284077;0;32.8;21.5;-0.83;1;0;2;1;URBANO;0;0;0;0;1;0
2018;1;PtoIguazu;UA;ciudad;households;6;30;0;0;prim.ver;0.01953;0.007646242;-0.08021603;-0.001936267;-0.006565515;-0.007078111;0.169002831;0.241500553;0.223280474;0.237212361;0.249537145;0.25873209;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;12.5;12.5;12.5;12.5;739.8283653;588.678647;2859.272091;0;32.8;21.5;-0.83;1;2;2;0;URBANO;0;1;1;1;0;0
2018;1;PtoIguazu;UA;ciudad;households;7;30;0;0;prim.ver;0.03594;0.028056138;-0.48332181;-0.046561105;-0.056183737;-0.058853593;0.240134373;0.181333896;0.285396407;0.364839027;0.371781605;0.376462986;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;0;62.5;37.5;87.5;874.8603202;2018.172835;2365.412144;0;32.8;21.5;-0.83;1;4;2;0;URBANO;0;1;0;0;0;0
2018;1;PtoIguazu;UA;ciudad;households;8;30;0;0;prim.ver;-0.0432;-0.005979019;-1.26481217;-0.042416927;-0.040011877;-0.038726847;0.637019455;0.24669447;0.326827654;0.339647215;0.2502238;0.352667579;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;0;62.5;37.5;87.5;1029.033938;1769.923583;1855.329479;0;32.8;21.5;-0.83;1;0;2;0;URBANO;1;0;0;0;0;0
2018;1;PtoIguazu;UA;ciudad;households;9;30;0;0;prim.ver;0.01133;0.003023242;-0.398935264;-0.022204447;-0.03808494;-0.043477721;0.486391336;0.271375263;0.338323456;0.342035802;0.231749584;0.359624406;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;0;12.5;37.5;87.5;1707.941279;2192.689133;1865.004176;0;32.8;21.5;-0.83;1;0;2;0;URBANO;0;0;0;0;1;0
2018;1;PtoIguazu;UA;ciudad;households;10;30;0;0;prim.ver;-0.00173;-0.013876643;-0.303336863;-0.008519534;-0.01824702;-0.024264069;0.333808273;0.231625838;0.257911114;0.273067793;0.271014671;0.288648042;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;37.5;12.5;12.5;87.5;1307.178792;26.80272552;855.9716763;0;32.8;21.5;-0.83;0;2;0;0;URBANO;0;0;0;0;0;1
2018;1;PtoIguazu;UA;ciudad;households;11;30;0;0;prim.ver;-0.03837;0.011137801;0.235309985;0.005611749;0.006378862;0.003773474;0.49753952;0.144965697;0.155258278;0.181464748;0.237056496;0.210515159;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;62.5;12.5;12.5;12.5;1086.071333;415.0024924;1962.151583;0;32.8;21.5;-0.83;1;2;2;0;URBANO;0;1;0;0;0;1
2018;1;PtoIguazu;UA;ciudad;households;12;30;0;0;prim.ver;-0.00859;-0.127134617;-2.561851884;-0.057984053;-0.051882738;-0.048968357;0.265806973;0.366997462;0.349381384;0.337495459;0.273673622;0.335609225;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;12.5;87.5;12.5;12.5;882.2738381;956.6297669;1963.326003;0;32.8;21.5;-0.83;1;2;2;0;URBANO;0;0;0;0;0;0
2018;1;PtoIguazu;UA;ciudad;households;13;30;0;0;prim.ver;-0.16362;-0.012909781;-0.742899796;-0.015731421;-0.011344998;-0.013636837;0.749578297;0.22060746;0.252278985;0.257319528;0.249537145;0.238387881;0;26.7;20.43548387;31.48064516;25.95806452;16.45333333;29.07;22.76166667;16.50322581;27.83870968;22.17096774;68;23.16;79;24.95454545;82;20.72222222;231.6;274.5;373;0;37.5;12.5;62.5;63.02278233;2987.769854;2145.628018;0;32.8;21.5;-0.83;1;2;2;0;URBANO;0;0;0;0;0;0
